Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,NSLP Provision 2 or 3 School ,Charter School Number,Charter Funding Type,Low Grade,High Grade,Enrollment (K-12),Unadjusted Free Meal Count (K-12),Adjusted Free Meal Count (K-12),Adjusted Percent (%) Eligible Free (K-12),Unadjusted FRPM Count (K-12),Adjusted FRPM Count (K-12),Adjusted Percent (%) Eligible FRPM (K-12),Enrollment (Ages 5-17),Unadjusted Free Meal Count (Ages 5-17),Adjusted Free Meal Count (Ages 5-17),Adjusted Percent (%) Eligible Free (Ages 5-17),Unadjusted FRPM Count (Ages 5-17),Adjusted FRPM Count (Ages 5-17),Adjusted Percent (%) Eligible FRPM (Ages 5-17),2013-14 CALPADS Fall 1 Certification Status
2013-14,9,61853,932756,El Dorado,El Dorado Union High,El Dorado High,N,,,9,12,1330,359,362,27.2%,479,481,36.2%,1277,342,345,27.0%,455,457,35.8%,Y
2013-14,9,61853,934554,El Dorado,El Dorado Union High,Independence Continuation,N,,,9,12,114,63,64,56.1%,73,74,64.9%,90,46,46,51.1%,56,56,62.2%,Y
2013-14,9,61853,936302,El Dorado,El Dorado Union High,Ponderosa High,N,,,9,12,1828,222,225,12.3%,299,300,16.4%,1766,207,210,11.9%,281,282,16.0%,Y
2013-14,9,61879,1,El Dorado,Gold Oak Union Elementary,"Nonpublic, Nonsectarian Schools",N,,,,,1,0,0,0.0%,0,0,0.0%,1,0,0,0.0%,0,0,0.0%,Y
2013-14,9,61879,6005508,El Dorado,Gold Oak Union Elementary,Gold Oak Elementary,N,,,K,5,307,116,117,38.1%,137,138,45.0%,301,114,115,38.2%,135,136,45.2%,Y
2013-14,9,61879,6109698,El Dorado,Gold Oak Union Elementary,Pleasant Valley Middle,N,,,6,8,156,49,50,32.1%,58,59,37.8%,156,49,50,32.1%,58,59,37.8%,Y
2013-14,9,61887,6005516,El Dorado,Gold Trail Union Elementary,Gold Trail,N,,,4,8,323,71,72,22.3%,89,90,27.9%,323,71,72,22.3%,89,90,27.9%,Y
2013-14,9,61887,6110167,El Dorado,Gold Trail Union Elementary,Sutters Mill,N,,,K,3,278,56,56,20.1%,72,72,25.9%,270,54,54,20.0%,69,69,25.6%,Y
2013-14,9,61895,6005524,El Dorado,Indian Diggings Elementary,Indian Diggings Elementary,N,,,K,8,18,4,4,22.2%,4,4,22.2%,18,4,4,22.2%,4,4,22.2%,Y
2013-14,9,61903,110155,El Dorado,Lake Tahoe Unified,Lake Tahoe Environmental Science Magnet,N,,,K,5,384,59,59,15.4%,71,71,18.5%,375,58,58,15.5%,70,70,18.7%,Y
2013-14,9,61903,930040,El Dorado,Lake Tahoe Unified,Mt. Tallac High,N,,,9,12,87,68,68,78.2%,71,71,81.6%,83,65,65,78.3%,68,68,81.9%,Y
2013-14,9,61903,930107,El Dorado,Lake Tahoe Unified,Transitional Learning Center (Continuation),N,,,9,12,43,26,26,60.5%,34,34,79.1%,37,23,23,62.2%,31,31,83.8%,Y
2013-14,9,61903,937805,El Dorado,Lake Tahoe Unified,South Tahoe High,N,,,9,12,1040,443,449,43.2%,559,565,54.3%,1018,434,440,43.2%,546,552,54.2%,Y
2013-14,9,61903,6005540,El Dorado,Lake Tahoe Unified,Bijou Community,N,,,K,5,578,391,393,68.0%,451,451,78.0%,564,380,382,67.7%,438,438,77.7%,Y
2013-14,9,61903,6005565,El Dorado,Lake Tahoe Unified,South Tahoe Middle,N,,,6,8,787,406,410,52.1%,488,491,62.4%,787,406,410,52.1%,488,491,62.4%,Y
2013-14,9,61903,6005573,El Dorado,Lake Tahoe Unified,Tahoe Valley Elementary,N,,,K,5,433,286,291,67.2%,346,350,80.8%,426,281,286,67.1%,339,343,80.5%,Y
2013-14,9,61903,6095301,El Dorado,Lake Tahoe Unified,Sierra House Elementary,N,,,K,5,503,254,257,51.1%,325,327,65.0%,492,250,253,51.4%,321,323,65.7%,Y
2013-14,9,61911,6005581,El Dorado,Latrobe,Latrobe Elementary,N,,,K,3,42,2,3,7.1%,2,3,7.1%,40,2,3,7.5%,2,3,7.5%,Y
2013-14,9,61911,6103857,El Dorado,Latrobe,Miller's Hill,N,,,4,8,88,0,0,0.0%,0,0,0.0%,88,0,0,0.0%,0,0,0.0%,Y
2013-14,9,61929,1,El Dorado,Mother Lode Union Elementary,"Nonpublic, Nonsectarian Schools",N,,,,,4,3,4,100.0%,3,4,100.0%,3,2,3,100.0%,2,3,100.0%,Y
2013-14,9,61929,6005615,El Dorado,Mother Lode Union Elementary,Herbert C. Green Middle,N,,,5,8,468,161,161,34.4%,203,203,43.4%,468,161,161,34.4%,203,203,43.4%,Y
2013-14,9,61929,6106678,El Dorado,Mother Lode Union Elementary,Indian Creek Elementary,N,,,K,4,633,306,308,48.7%,366,368,58.1%,621,298,300,48.3%,357,359,57.8%,Y
2013-14,9,61945,1,El Dorado,Pioneer Union Elementary,"Nonpublic, Nonsectarian Schools",N,,,,,3,1,1,33.3%,1,1,33.3%,3,1,1,33.3%,1,1,33.3%,Y
2013-14,9,61945,6005631,El Dorado,Pioneer Union Elementary,Pioneer Elementary,N,,,K,4,151,77,78,51.7%,99,100,66.2%,147,75,76,51.7%,97,98,66.7%,Y
2013-14,9,61945,6112569,El Dorado,Pioneer Union Elementary,Mountain Creek Middle,N,,,5,8,149,70,71,47.7%,82,83,55.7%,149,70,71,47.7%,82,83,55.7%,Y
2013-14,9,61945,6114664,El Dorado,Pioneer Union Elementary,Walt Tyler Elementary,N,,,K,5,27,10,10,37.0%,14,14,51.9%,27,10,10,37.0%,14,14,51.9%,Y
2013-14,9,61952,1,El Dorado,Placerville Union Elementary,"Nonpublic, Nonsectarian Schools",N,,,,,2,0,0,0.0%,0,0,0.0%,2,0,0,0.0%,0,0,0.0%,Y
2013-14,9,61952,6005649,El Dorado,Placerville Union Elementary,Edwin Markham Middle,N,,,6,8,377,176,177,46.9%,225,226,59.9%,377,176,177,46.9%,225,226,59.9%,Y
2013-14,9,61952,6005656,El Dorado,Placerville Union Elementary,Louisiana Schnell Elementary,N,,,K,5,426,222,227,53.3%,267,271,63.6%,419,218,223,53.2%,261,265,63.2%,Y
2013-14,9,61952,6005664,El Dorado,Placerville Union Elementary,Sierra Elementary,N,,,K,5,454,169,171,37.7%,198,200,44.1%,442,165,167,37.8%,193,195,44.1%,Y
2013-14,9,61960,1,El Dorado,Pollock Pines Elementary,"Nonpublic, Nonsectarian Schools",N,,,,,1,0,0,0.0%,0,0,0.0%,1,0,0,0.0%,0,0,0.0%,Y
2013-14,9,61960,6005680,El Dorado,Pollock Pines Elementary,Pinewood Elementary,N,,,K,4,410,163,163,39.8%,220,220,53.7%,398,162,162,40.7%,218,218,54.8%,Y
2013-14,9,61960,6107437,El Dorado,Pollock Pines Elementary,Sierra Ridge Middle,N,,,5,8,301,115,116,38.5%,150,150,49.8%,301,115,116,38.5%,150,150,49.8%,Y
2013-14,9,61978,1,El Dorado,Rescue Union Elementary,"Nonpublic, Nonsectarian Schools",N,,,,,5,1,1,20.0%,1,1,20.0%,5,1,1,20.0%,1,1,20.0%,Y
2013-14,9,61978,101519,El Dorado,Rescue Union Elementary,Pleasant Grove Middle,N,,,6,8,593,99,100,16.9%,125,126,21.2%,593,99,100,16.9%,125,126,21.2%,Y
2013-14,9,61978,108258,El Dorado,Rescue Union Elementary,Lakeview Elementary,N,,,K,5,588,18,18,3.1%,19,19,3.2%,577,18,18,3.1%,19,19,3.3%,Y
2013-14,9,61978,6005706,El Dorado,Rescue Union Elementary,Jackson Elementary,N,,,K,5,408,22,22,5.4%,34,34,8.3%,396,22,22,5.6%,32,32,8.1%,Y
2013-14,9,61978,6005714,El Dorado,Rescue Union Elementary,Rescue Elementary,N,,,K,5,391,89,91,23.3%,112,114,29.2%,382,89,90,23.6%,112,113,29.6%,Y
2013-14,9,61978,6098693,El Dorado,Rescue Union Elementary,Green Valley Elementary,N,,,K,5,552,125,126,22.8%,155,156,28.3%,543,123,124,22.8%,153,154,28.4%,Y
2013-14,9,61978,6103527,El Dorado,Rescue Union Elementary,Marina Village Middle,N,,,6,8,804,26,27,3.4%,38,39,4.9%,804,26,27,3.4%,38,39,4.9%,Y
2013-14,9,61978,6109441,El Dorado,Rescue Union Elementary,Lake Forest Elementary,N,,,K,5,432,31,31,7.2%,36,36,8.3%,422,29,29,6.9%,34,34,8.1%,Y
2013-14,9,61986,6005722,El Dorado,Silver Fork Elementary,Silver Fork Elementary,N,,,K,8,14,10,10,71.4%,10,10,71.4%,14,10,10,71.4%,10,10,71.4%,Y
2013-14,9,73783,1,El Dorado,Black Oak Mine Unified,"Nonpublic, Nonsectarian Schools",N,,,,,5,0,0,0.0%,0,0,0.0%,5,0,0,0.0%,0,0,0.0%,Y
2013-14,9,73783,121566,El Dorado,Black Oak Mine Unified,American River Charter,N,1176,Locally funded,K,12,205,60,60,29.3%,69,69,33.7%,200,60,60,30.0%,68,68,34.0%,Y
2013-14,9,73783,930073,El Dorado,Black Oak Mine Unified,Golden Sierra Junior Senior High,N,,,7,12,563,192,194,34.5%,234,235,41.7%,544,186,188,34.6%,227,228,41.9%,Y
2013-14,9,73783,930099,El Dorado,Black Oak Mine Unified,Divide High,N,,,9,12,18,12,12,66.7%,12,12,66.7%,13,9,9,69.2%,9,9,69.2%,Y
2013-14,9,73783,6005490,El Dorado,Black Oak Mine Unified,Georgetown Elementary,N,,,K,6,251,135,136,54.2%,153,154,61.4%,251,135,136,54.2%,153,154,61.4%,Y
2013-14,9,73783,6005623,El Dorado,Black Oak Mine Unified,Northside Elementary,N,,,K,6,303,94,96,31.7%,109,110,36.3%,298,92,94,31.5%,107,108,36.2%,Y
2013-14,9,73783,6110498,El Dorado,Black Oak Mine Unified,Otter Creek Elementary,N,,,K,5,17,15,15,88.2%,15,15,88.2%,17,15,15,88.2%,15,15,88.2%,Y
2013-14,9,76596,119537,El Dorado,SBC - Pacific Technology,Pacific Technology School Santa Ana,N,1069,Directly funded,6,12,176,66,66,37.5%,87,87,49.4%,174,65,65,37.4%,86,86,49.4%,Y
2013-14,10,10108,109991,Fresno,Fresno County Office of Education,Crescent View West Charter,N,746,Directly funded,K,12,385,293,300,77.9%,320,327,84.9%,234,181,185,79.1%,200,204,87.2%,Y
2013-14,10,10108,111682,Fresno,Fresno County Office of Education,Hume Lake Charter,N,787,Directly funded,K,12,70,21,21,30.0%,38,38,54.3%,68,20,20,29.4%,37,37,54.4%,Y
2013-14,10,10108,119628,Fresno,Fresno County Office of Education,Big Picture High School - Fresno,N,1085,Directly funded,7,12,124,102,104,83.9%,103,105,84.7%,118,97,99,83.9%,97,99,83.9%,Y
2013-14,10,10108,125260,Fresno,Fresno County Office of Education,New Spirit Charter Academy,N,1365,Directly funded,K,8,93,74,74,79.6%,85,85,91.4%,90,71,71,78.9%,82,82,91.1%,Y
2013-14,10,10108,1030337,Fresno,Fresno County Office of Education,Fresno County Court,N,,,K,12,319,314,316,99.1%,314,316,99.1%,287,283,284,99.0%,283,284,99.0%,Y
2013-14,10,10108,1030899,Fresno,Fresno County Office of Education,Fresno County Community,N,,,7,12,131,111,114,87.0%,116,119,90.8%,127,110,113,89.0%,113,116,91.3%,Y
2013-14,10,10108,1030923,Fresno,Fresno County Office of Education,Fresno County Community Day,N,,,7,12,113,96,96,85.0%,101,101,89.4%,113,96,96,85.0%,101,101,89.4%,Y
2013-14,10,10108,6069488,Fresno,Fresno County Office of Education,Fresno County Special Education Local Plan,N,,,K,12,560,452,452,80.7%,469,469,83.8%,356,265,265,74.4%,278,278,78.1%,Y
2013-14,10,10108,6085112,Fresno,Fresno County Office of Education,Edison-Bethune Charter Academy,Y,195,Directly funded,K,6,519,481,481,92.7%,498,498,96.0%,519,481,481,92.7%,498,498,96.0%,Y
2013-14,10,61994,6005730,Fresno,Alvina Elementary,Alvina Elementary Charter,N,00D5,Not in CS funding model,K,8,175,126,126,72.0%,143,143,81.7%,172,123,123,71.5%,140,140,81.4%,Y
2013-14,10,62026,6005763,Fresno,Big Creek Elementary,Big Creek Elementary,N,,,K,8,65,17,17,26.2%,17,17,26.2%,64,17,17,26.6%,17,17,26.6%,Y
2013-14,10,62042,6005797,Fresno,Burrel Union Elementary,Burrel Elementary,N,,,K,8,123,96,96,78.0%,110,110,89.4%,119,94,94,79.0%,107,107,89.9%,Y
2013-14,10,62109,6005839,Fresno,Clay Joint Elementary,Clay Elementary,N,,,K,8,252,43,43,17.1%,62,62,24.6%,251,43,43,17.1%,61,61,24.3%,Y
2013-14,10,62117,1,Fresno,Clovis Unified,"Nonpublic, Nonsectarian Schools",N,,,,,1,1,1,100.0%,1,1,100.0%,1,1,1,100.0%,1,1,100.0%,Y
2013-14,10,62117,101949,Fresno,Clovis Unified,Clovis Community Day Elementary,N,,,4,6,11,9,9,81.8%,10,10,90.9%,11,9,9,81.8%,10,10,90.9%,Y
2013-14,10,62117,106419,Fresno,Clovis Unified,James S. Fugman Elementary,N,,,K,6,799,62,62,7.8%,90,90,11.3%,796,62,62,7.8%,90,90,11.3%,Y
2013-14,10,62117,108142,Fresno,Clovis Unified,Woods (Harold L.) Elementary,N,,,K,6,764,72,72,9.4%,120,120,15.7%,753,71,71,9.4%,119,119,15.8%,Y
2013-14,10,62117,110270,Fresno,Clovis Unified,Clovis Community Day Secondary,N,,,7,12,69,54,54,78.3%,58,58,84.1%,67,52,52,77.6%,56,56,83.6%,Y
2013-14,10,62117,111153,Fresno,Clovis Unified,Reagan Elementary,N,,,K,6,596,131,132,22.1%,193,194,32.6%,581,127,128,22.0%,189,190,32.7%,Y
2013-14,10,62117,113548,Fresno,Clovis Unified,Granite Ridge Intermediate,N,,,7,8,1230,184,184,15.0%,262,262,21.3%,1230,184,184,15.0%,262,262,21.3%,Y
2013-14,10,62117,113555,Fresno,Clovis Unified,Clovis North High,N,,,9,12,2231,305,305,13.7%,422,422,18.9%,2166,292,292,13.5%,405,405,18.7%,Y
2013-14,10,62117,113563,Fresno,Clovis Unified,Bud Rank Elementary,N,,,K,6,826,101,101,12.2%,138,138,16.7%,815,100,100,12.3%,137,137,16.8%,Y
2013-14,10,62117,118018,Fresno,Clovis Unified,Clovis Online Charter,N,1006,Locally funded,7,12,370,115,115,31.1%,127,127,34.3%,329,100,100,30.4%,112,112,34.0%,Y
2013-14,10,62117,123869,Fresno,Clovis Unified,Roger S. Oraze Elementary,N,,,K,6,741,317,317,42.8%,402,402,54.3%,735,314,314,42.7%,399,399,54.3%,Y
2013-14,10,62117,1030196,Fresno,Clovis Unified,Clovis West High,N,,,9,12,2151,610,615,28.6%,770,774,36.0%,2072,590,595,28.7%,749,753,36.3%,Y
2013-14,10,62117,1030469,Fresno,Clovis Unified,Enterprise Alternative,N,,,K,12,115,50,52,45.2%,57,59,51.3%,102,45,46,45.1%,52,53,52.0%,Y
2013-14,10,62117,1030501,Fresno,Clovis Unified,Buchanan High,N,,,9,12,2592,567,568,21.9%,756,757,29.2%,2509,543,544,21.7%,727,728,29.0%,Y
2013-14,10,62117,1030683,Fresno,Clovis Unified,Clovis East High,N,,,9,12,2069,895,896,43.3%,1094,1095,52.9%,2008,863,864,43.0%,1055,1056,52.6%,Y
2013-14,10,62117,1031004,Fresno,Clovis Unified,Gateway High (Continuation),N,,,9,12,233,153,153,65.7%,166,166,71.2%,199,133,133,66.8%,145,145,72.9%,Y
2013-14,10,62117,1031053,Fresno,Clovis Unified,Clovis High,N,,,9,12,2887,1022,1022,35.4%,1292,1292,44.8%,2700,943,943,34.9%,1202,1202,44.5%,Y
2013-14,10,62117,6005847,Fresno,Clovis Unified,Cole Elementary,N,,,K,6,772,325,325,42.1%,443,443,57.4%,761,319,319,41.9%,437,437,57.4%,Y
2013-14,10,62117,6005854,Fresno,Clovis Unified,Dry Creek Elementary,N,,,K,6,813,106,106,13.0%,144,144,17.7%,799,103,103,12.9%,141,141,17.6%,Y
2013-14,10,62117,6005862,Fresno,Clovis Unified,Fort Washington Elementary,N,,,K,6,582,131,131,22.5%,182,182,31.3%,578,131,131,22.7%,181,181,31.3%,Y
2013-14,10,62117,6005870,Fresno,Clovis Unified,Jefferson Elementary,N,,,K,6,585,327,327,55.9%,410,410,70.1%,570,317,317,55.6%,399,399,70.0%,Y
2013-14,10,62117,6005888,Fresno,Clovis Unified,Nelson Elementary,N,,,K,6,556,289,289,52.0%,346,346,62.2%,550,289,289,52.5%,345,345,62.7%,Y
2013-14,10,62117,6005904,Fresno,Clovis Unified,Sierra Vista Elementary,N,,,K,6,511,412,412,80.6%,458,458,89.6%,506,407,407,80.4%,453,453,89.5%,Y
2013-14,10,62117,6005912,Fresno,Clovis Unified,Tarpey Elementary,N,,,K,6,737,553,553,75.0%,637,637,86.4%,721,543,543,75.3%,625,625,86.7%,Y
2013-14,10,62117,6005920,Fresno,Clovis Unified,Temperance-Kutner Elementary,N,,,K,6,736,508,508,69.0%,578,578,78.5%,713,490,490,68.7%,559,559,78.4%,Y
2013-14,10,62117,6005938,Fresno,Clovis Unified,Weldon Elementary,N,,,K,6,652,392,393,60.3%,476,476,73.0%,638,388,389,61.0%,469,469,73.5%,Y
2013-14,10,62117,6066617,Fresno,Clovis Unified,Clark Intermediate,N,,,7,8,1487,644,644,43.3%,790,790,53.1%,1487,644,644,43.3%,790,790,53.1%,Y
2013-14,10,62117,6097026,Fresno,Clovis Unified,Miramonte Elementary,N,,,K,6,608,391,393,64.6%,462,463,76.2%,597,388,390,65.3%,457,458,76.7%,Y
2013-14,10,62117,6100408,Fresno,Clovis Unified,Lincoln Elementary,N,,,K,6,707,294,294,41.6%,381,381,53.9%,689,285,285,41.4%,371,371,53.8%,Y
2013-14,10,62117,6101190,Fresno,Clovis Unified,Kastner Intermediate,N,,,7,8,1055,368,368,34.9%,465,465,44.1%,1055,368,368,34.9%,465,465,44.1%,Y
2013-14,10,62117,6101984,Fresno,Clovis Unified,Cox Elementary,N,,,K,6,572,224,224,39.2%,294,294,51.4%,561,220,220,39.2%,289,289,51.5%,Y
2013-14,10,62117,6104624,Fresno,Clovis Unified,Mountain View Elementary,N,,,K,6,736,251,253,34.4%,334,334,45.4%,729,248,250,34.3%,331,331,45.4%,Y
2013-14,10,62117,6106660,Fresno,Clovis Unified,Gettysburg Elementary,N,,,K,6,645,262,262,40.6%,323,323,50.1%,635,257,257,40.5%,318,318,50.1%,Y
2013-14,10,62117,6108088,Fresno,Clovis Unified,Fancher Creek Elementary,N,,,K,6,778,522,524,67.4%,600,601,77.2%,757,508,510,67.4%,584,585,77.3%,Y
2013-14,10,62117,6108096,Fresno,Clovis Unified,Valley Oak Elementary,N,,,K,6,538,77,78,14.5%,102,103,19.1%,527,74,75,14.2%,99,100,19.0%,Y
2013-14,10,62117,6109235,Fresno,Clovis Unified,Pinedale Elementary,N,,,K,6,472,370,370,78.4%,418,418,88.6%,458,360,360,78.6%,407,407,88.9%,Y
2013-14,10,62117,6109243,Fresno,Clovis Unified,Red Bank Elementary,N,,,K,6,764,177,177,23.2%,241,241,31.5%,751,175,175,23.3%,238,238,31.7%,Y
2013-14,10,62117,6109912,Fresno,Clovis Unified,Alta Sierra Intermediate,N,,,7,8,1429,379,380,26.6%,507,508,35.5%,1429,379,380,26.6%,507,508,35.5%,Y
2013-14,10,62117,6109920,Fresno,Clovis Unified,Liberty Elementary,N,,,K,6,612,119,119,19.4%,170,170,27.8%,603,117,117,19.4%,168,168,27.9%,Y
2013-14,10,62117,6110258,Fresno,Clovis Unified,Garfield Elementary,N,,,K,6,727,111,111,15.3%,150,150,20.6%,720,109,109,15.1%,148,148,20.6%,Y
2013-14,10,62117,6112742,Fresno,Clovis Unified,Maple Creek Elementary,N,,,K,6,699,148,152,21.7%,205,207,29.6%,687,144,148,21.5%,200,202,29.4%,Y
2013-14,10,62117,6113575,Fresno,Clovis Unified,Cedarwood Elementary,N,,,K,6,763,206,206,27.0%,266,266,34.9%,747,197,197,26.4%,257,257,34.4%,Y
2013-14,10,62117,6113583,Fresno,Clovis Unified,Copper Hills Elementary,N,,,K,6,533,82,82,15.4%,120,120,22.5%,524,82,82,15.6%,118,118,22.5%,Y
2013-14,10,62117,6116313,Fresno,Clovis Unified,Clovis Elementary,N,,,K,6,604,299,299,49.5%,374,374,61.9%,591,292,292,49.4%,365,365,61.8%,Y
2013-14,10,62117,6116321,Fresno,Clovis Unified,Reyburn Intermediate,N,,,7,8,1166,518,518,44.4%,649,649,55.7%,1166,518,518,44.4%,649,649,55.7%,Y
2013-14,10,62117,6117550,Fresno,Clovis Unified,Century Elementary,N,,,K,6,731,181,181,24.8%,240,240,32.8%,721,179,179,24.8%,236,236,32.7%,Y
2013-14,10,62117,6120083,Fresno,Clovis Unified,Riverview Elementary,N,,,K,6,772,90,90,11.7%,141,141,18.3%,767,90,90,11.7%,141,141,18.4%,Y
2013-14,10,62117,6120091,Fresno,Clovis Unified,Freedom Elementary,N,,,K,6,756,180,180,23.8%,236,236,31.2%,745,176,176,23.6%,232,232,31.1%,Y
2013-14,10,62125,1030113,Fresno,Coalinga-Huron Unified,Cambridge High,N,,,9,12,59,51,51,86.4%,54,54,91.5%,50,44,44,88.0%,47,47,94.0%,Y
2013-14,10,62125,1030477,Fresno,Coalinga-Huron Unified,Chesnut High (Continuation),N,,,9,12,17,16,16,94.1%,16,16,94.1%,16,15,15,93.8%,15,15,93.8%,Y
2013-14,10,62125,1030873,Fresno,Coalinga-Huron Unified,Miles W. Culwell Community Day,N,,,7,12,3,3,3,100.0%,3,3,100.0%,3,3,3,100.0%,3,3,100.0%,Y
2013-14,10,62125,1031376,Fresno,Coalinga-Huron Unified,Coalinga High,N,,,9,12,1160,863,863,74.4%,979,979,84.4%,1114,829,829,74.4%,941,941,84.5%,Y
2013-14,10,62125,6005961,Fresno,Coalinga-Huron Unified,Huron Elementary,N,,,K,5,877,801,801,91.3%,849,849,96.8%,858,783,783,91.3%,831,831,96.9%,Y
2013-14,10,62125,6005979,Fresno,Coalinga-Huron Unified,Sunset Elementary,N,,,4,5,440,307,308,70.0%,376,376,85.5%,440,307,308,70.0%,376,376,85.5%,Y
2013-14,10,62125,6057269,Fresno,Coalinga-Huron Unified,Coalinga Middle,N,,,6,8,604,431,432,71.5%,518,518,85.8%,604,431,432,71.5%,518,518,85.8%,Y
2013-14,10,62125,6110209,Fresno,Coalinga-Huron Unified,Henry F. Bishop Elementary,N,,,K,1,321,230,230,71.7%,273,273,85.0%,320,229,229,71.6%,272,272,85.0%,Y
2013-14,10,62125,6110217,Fresno,Coalinga-Huron Unified,Annie E. Cheney Kindergarten,N,,,K,K,104,69,70,67.3%,81,81,77.9%,87,59,60,69.0%,68,68,78.2%,Y
2013-14,10,62125,6110225,Fresno,Coalinga-Huron Unified,Nell Dawson Elementary,N,,,1,3,401,303,305,76.1%,350,350,87.3%,401,303,305,76.1%,350,350,87.3%,Y
2013-14,10,62125,6113849,Fresno,Coalinga-Huron Unified,Huron Middle,Y,,,6,8,369,347,347,94.0%,364,364,98.6%,369,347,347,94.0%,364,364,98.6%,Y
2013-14,10,62158,108977,Fresno,Fowler Unified,Fowler Academy Community Day (9-12),N,,,9,12,1,1,1,100.0%,1,1,100.0%,1,1,1,100.0%,1,1,100.0%,Y
2013-14,10,62158,120246,Fresno,Fowler Unified,Fowler Academy Independent Study,N,,,9,12,15,11,11,73.3%,12,12,80.0%,12,8,8,66.7%,9,9,75.0%,Y
2013-14,10,62158,126250,Fresno,Fowler Unified,Fowler Academy Community Day,N,,,K,8,1,0,0,0.0%,0,0,0.0%,1,0,0,0.0%,0,0,0.0%,Y
2013-14,10,62158,1031954,Fresno,Fowler Unified,Fowler Academy Continuation,N,,,7,12,15,12,12,80.0%,12,12,80.0%,13,10,10,76.9%,10,10,76.9%,Y
2013-14,10,62158,1032150,Fresno,Fowler Unified,Fowler High,N,,,9,12,699,468,468,67.0%,530,530,75.8%,679,454,454,66.9%,514,514,75.7%,Y
2013-14,10,62158,6006027,Fresno,Fowler Unified,Fremont Elementary,N,,,3,5,475,313,313,65.9%,360,360,75.8%,475,313,313,65.9%,360,360,75.8%,Y
2013-14,10,62158,6006043,Fresno,Fowler Unified,Malaga Elementary,Y,,,K,5,221,204,204,92.3%,205,205,92.8%,221,204,204,92.3%,205,205,92.8%,Y
2013-14,10,62158,6006050,Fresno,Fowler Unified,Marshall Elementary,N,,,K,2,442,304,305,69.0%,334,334,75.6%,422,292,293,69.4%,322,322,76.3%,Y
2013-14,10,62158,6115190,Fresno,Fowler Unified,John Sutter Middle,N,,,6,8,556,378,378,68.0%,423,423,76.1%,556,378,378,68.0%,423,423,76.1%,Y
2013-14,10,62166,1,Fresno,Fresno Unified,"Nonpublic, Nonsectarian Schools",N,,,,,4,0,1,25.0%,0,1,25.0%,4,0,1,25.0%,0,1,25.0%,Y
2013-14,10,62166,106740,Fresno,Fresno Unified,Valley Preparatory Academy Charter,N,662,Directly funded,K,12,315,200,201,63.8%,255,255,81.0%,314,199,200,63.7%,254,254,80.9%,Y
2013-14,10,62166,108100,Fresno,Fresno Unified,Molly S. Bakman Elementary,Y,,,K,6,781,671,672,86.0%,748,748,95.8%,767,658,659,85.9%,734,734,95.7%,Y
2013-14,10,62166,108118,Fresno,Fresno Unified,Akira Yokomi Elementary,Y,,,K,6,861,535,539,62.6%,683,685,79.6%,841,527,531,63.1%,666,668,79.4%,Y
2013-14,10,62166,108555,Fresno,Fresno Unified,Design Science Early College High,Y,,,9,12,250,130,131,52.4%,192,192,76.8%,213,111,112,52.6%,159,159,74.6%,Y
2013-14,10,62166,111633,Fresno,Fresno Unified,Valley Arts and Science Academy (VASA),N,792,Directly funded,K,6,266,208,209,78.6%,235,235,88.3%,264,207,208,78.8%,234,234,88.6%,Y
2013-14,10,62166,113811,Fresno,Fresno Unified,Deborah A. Williams Elementary,Y,,,K,6,600,572,574,95.7%,597,599,99.8%,588,560,562,95.6%,585,587,99.8%,Y
2013-14,10,62166,113829,Fresno,Fresno Unified,Mario G. Olmos Elementary,Y,,,K,6,827,650,655,79.2%,750,753,91.1%,815,643,648,79.5%,742,745,91.4%,Y
2013-14,10,62166,114355,Fresno,Fresno Unified,Sierra Charter,N,898,Directly funded,K,12,625,185,248,39.7%,478,484,77.4%,553,155,213,38.5%,418,423,76.5%,Y
2013-14,10,62166,114553,Fresno,Fresno Unified,University High,N,890,Directly funded,9,12,495,20,24,4.8%,20,24,4.8%,490,20,24,4.9%,20,24,4.9%,Y
2013-14,10,62166,115196,Fresno,Fresno Unified,Fresno Academy for Civic and Entrepreneurial Leadership,N,875,Directly funded,9,12,157,82,83,52.9%,100,101,64.3%,153,79,80,52.3%,96,97,63.4%,Y
2013-14,10,62166,119339,Fresno,Fresno Unified,Vang Pao Elementary,Y,,,K,6,825,659,664,80.5%,766,768,93.1%,814,649,654,80.3%,755,757,93.0%,Y
2013-14,10,62166,120964,Fresno,Fresno Unified,Phoenix Secondary,Y,,,7,12,39,35,35,89.7%,38,38,97.4%,38,34,34,89.5%,37,37,97.4%,Y
2013-14,10,62166,121533,Fresno,Fresno Unified,Morris E. Dailey Charter Elementary,N,1172,Locally funded,K,5,378,141,143,37.8%,175,175,46.3%,378,141,143,37.8%,175,175,46.3%,Y
2013-14,10,62166,127514,Fresno,Fresno Unified,Kepler Neighborhood,N,1503,Directly funded,K,8,199,124,125,62.8%,155,156,78.4%,196,123,123,62.8%,154,154,78.6%,Y
2013-14,10,62166,1030279,Fresno,Fresno Unified,Bullard High,N,,,9,12,2635,1096,1108,42.0%,1268,1280,48.6%,2569,1072,1084,42.2%,1242,1254,48.8%,Y
2013-14,10,62166,1030287,Fresno,Fresno Unified,J. E. Young Academic Center,Y,,,K,12,1094,790,801,73.2%,933,939,85.8%,903,653,664,73.5%,774,780,86.4%,Y
